datetime,department,name
 2018/06/05 14:17 ,理学院,新型二维磁性材料的临界行为和磁热效益研究
 2018/06/04 14:54 ,经济管理学院,移动社交网络微信朋友圈的用户知识传播行为研究
 2018/06/04 11:15 ,理学院,机器学习开发新型能源材料
 2018/05/27 18:18 ,理学院,暗孤子原理及其应用
 2018/05/27 18:15 ,理学院,非线性薛定谔方程在光通信系统中的理论及应用分析
 2018/05/27 11:06 ,电子工程学院,利用机器学习技术的肿瘤识别
 2018/05/27 09:36 ,信息与通信工程学院,图书馆书籍智能归位系统
 2018/05/25 19:49 ,图书馆,基于SQL Server的毕业生图书借阅信息自助打印系统设计与实现
 2018/05/25 17:34 ,,基于视频序列的实时目标跟踪系统
 2018/05/25 10:02 ,,基于智能语音的文字评分系统
 2018/05/24 15:08 ,图书馆,大学生借阅行为数据挖掘与分析
 2018/05/24 13:41 ,理学院,基于大数据分析的金融风险控制
 2018/05/23 21:56 ,数字媒体与设计艺术学院,每日子曰
 2018/05/07 16:21 ,电子工程学院,科研热度、关联性检索分析系统
 2018/06/04 07:11 ,人文学院,“大福匣子”日语教育产品的开发与设计
 2018/06/02 16:51 ,经济管理学院,微信朋友圈用户特征与发布内容的关联性分析
 2018/05/30 08:09 ,,餐饮定制机器人设计与开发
 2018/05/30 07:54 ,,一款智能家庭机器人设计
 2018/05/29 11:44 ,理学院,公共卫生健康大数据的统计建模与分析
 2018/05/28 15:36 ,,基于人体姿态估计的健身游戏系统设计与实现
 2018/05/28 10:44 ,理学院,单摆正交叠加性质的系统研究
 2018/05/27 18:27 ,理学院,光纤激光中高阶效应对孤子产生的影响
 2018/05/27 18:24 ,理学院,二维材料锁模光纤激光器研究
 2018/05/27 18:21 ,理学院,二硫化钨的制备、光学特性及应用
 2018/09/14 10:56 ,计算机学院,基于视频流的运动物体检测与追踪
 2018/09/13 23:54 ,,基于生成对抗网络的数据增强方法研究
 2018/09/06 21:08 ,,垃圾分拣清扫机器人
 2018/08/15 10:57 ,,五子棋的人-机器人对战系统
 2018/07/13 12:57 ,,中国象棋的人-机器人对战系统
 2018/06/13 22:39 ,,基于可移动智能快递柜的递送流程创新实践
 2018/06/13 14:15 ,其他,影视剧本智能编辑网的研发
 2018/06/12 17:17 ,理学院,分光计角度自动读取和计算
 2018/06/10 13:35 ,人文学院,冬奥会志愿者日语培训视频教材制作
 2018/06/09 23:30 ,,基于自动行驶技术的无人递送系统方案创新实践
 2019/03/09 11:05 ,,基于机器学习的医学图像标注、分类和识别
 2019/03/08 15:20 ,,基于深度学习的股价预测模型的研究
 2019/03/05 11:00 ,,基于大数据的“互联网+”大赛可视化数据平台
 2018/12/02 17:59 ,经济管理学院,微信公众号推送文章类型的关联性分析
 2018/12/02 08:39 ,经济管理学院,网络消费问题研究
 2018/11/30 16:15 ,北京邮电大学,可植入人体集成电路器件模型
 2018/11/19 20:55 ,信息与通信工程学院,智能文档纠错系统
 2018/11/19 20:50 ,信息与通信工程学院,基于非接触电子标签的行李位置跟踪系统
 2018/10/24 23:15 ,理学院,新型声光转换驻波教学演示仪
 2018/10/08 11:22 ,信息与通信工程学院,基于微信小程序的校园失物招领系统
 2019/04/04 11:46 ,经济管理学院,社区微信群与居民诉求渠道的扩充
 2019/04/04 11:44 ,经济管理学院,“多网融合”推动基层社会治理 
 2019/04/04 11:42 ,经济管理学院,从1G到5G，国民消费观的变迁
 2019/04/04 10:37 ,国际学院,基于大数据的北邮智慧校园发展研究
 2019/04/03 15:39 ,国际学院,移动端遥感图像智能处理系统
 2019/04/01 16:46 ,经济管理学院,网红的生成逻辑与演变过程分析
 2019/04/01 16:37 ,经济管理学院,短视频平台的用户行为分析——以“抖音APP”为例
 2019/04/01 12:23 ,,挖藕机器人
 2019/03/31 10:41 ,国际学院,基于深度学习的草莓干分拣系统
 2019/03/29 11:38 ,计算机学院,基于机器学习的手写体字符识别系统
 2019/04/12 10:12 ,,基于AI的心电信号分析和辅助诊断
 2019/04/12 10:12 ,,基于NB-IoT的智能门锁
 2019/04/12 10:11 ,,智能运动心电监护系统
 2019/04/12 09:41 ,,科研成果管理系统
 2019/04/11 13:08 ,,基于人工智能的网络控制研究
 2019/04/11 13:05 ,人文学院,“学弟你好”小程序
 2019/04/11 12:50 ,,基于区块链的可信网络研究
 2019/04/09 12:21 ,,基于深度神经网络的窃电检测模型的研究
 2019/04/07 18:14 ,信息与通信工程学院,篮球比赛智能分析系统设计与实现
 2019/04/04 19:41 ,国际学院,基于深度学习的遥感图像目标检测
 2019/03/29 08:27 ,信息与通信工程学院,面向车辆出行与物流相结合的高能效智能交通网络平台
 2019/03/22 12:32 ,自动化学院,一种自主规划与重构的机器人抓取系统
 2019/03/20 16:27 ,自动化学院,轮腿式移动机器人平台的研究
 2019/03/18 16:18 ,国际学院,北邮时光轴
 2019/03/17 19:09 ,经济管理学院,大学生低头行为及其成因探析
 2019/03/17 19:06 ,经济管理学院,手机成瘾现状及成瘾探析
 2019/04/27 17:17 ,信息与通信工程学院,基于物联网技术的红旅地区饮用水质检测系统的研究与实现
 2019/04/26 11:26 ,,基于FPGA的光通信实时数字信号处理算法
 2019/04/25 13:43 ,,乒乓球机器人研究与开发
 2019/04/23 14:43 ,电子工程学院,自动搅拌水杯
 2019/04/23 14:20 ,信息与通信工程学院,智能网联汽车标示识别对抗攻击
 2019/04/23 10:15 ,,儿童防近视坐姿保护装置
 2019/04/23 10:10 ,经济管理学院,大学生创业者压力源及调试策略研究
 2019/04/23 10:06 ,经济管理学院,高校辅导员面试题目的编制——以北京邮电大学为例
 2019/04/22 23:17 ,,基于计算机视觉的空巢老人关怀系统（二期）
 2019/03/14 17:22 ,软件学院,基于深度神经网络的虚假评论识别模型的研究
 2019/03/14 10:16 ,数字媒体与设计艺术学院,基于故事形象的历史名人数字绘画绘本创作(先秦～两晋)
 2019/03/14 10:13 ,数字媒体与设计艺术学院,基于数字绘画的历史文物复原展示App(先秦～两晋)
 2019/03/11 16:23 ,,基于新型宇称门的量子纠缠浓缩研究
 2019/04/22 23:07 ,,楼梯清扫机器人（二期）
 2019/05/04 20:03 ,电子工程学院,基于地理位置的网络交易平台研发
 2019/05/04 16:32 ,国际学院,智能交互式服饰管家系统
 2019/05/04 16:29 ,国际学院,“同游”短期旅行信息分享平台
 2019/05/04 16:26 ,国际学院,“恋爱滴答”小程序
 2019/05/03 17:55 ,经济管理学院,Social Media Strategies and Business Visibility
 2019/05/03 17:03 ,国际学院,面向应用场景的数据挖掘算法索引系统
 2019/05/03 15:24 ,,“秀音”（showing）-基于深度学习的视频BGM推荐系统
 2019/05/02 09:15 ,电子工程学院,基于毫米波雷达技术的手势识别控制研究
 2019/05/01 16:49 ,网络空间安全学院,基于区块链的有奖打卡系统
 2019/05/01 16:37 ,网络空间安全学院,心情随笔
 2019/04/22 22:53 ,,基于计算机视觉的智能可穿戴导盲装备（二期）
 2019/04/22 11:40 ,,自动化测试工具ATF的营销与推广
 2019/04/22 03:00 ,国际学院,东方大美，传承非遗——香云纱手工作品爱好者社区及交易平台
 2019/04/22 00:49 ,国际学院,基于深度学习的工业流水线食品分拣系统
 2019/04/21 08:43 ,数字媒体与设计艺术学院,中华历史人物的视频创作（东汉～三国）
 2019/04/19 22:52 ,网络空间安全学院,"根据QQ的位置共享的距离来判断对方所在位置的""距离定位""小程序"
 2019/04/19 15:15 ,图书馆,基于海量数据的读者借阅行为分析及书目推送服务策略研究
 2019/04/18 09:29 ,,基于机器学习的垃圾种类识别
 2019/04/17 13:26 ,,3D冰结构打印机器人
 2019/04/12 11:41 ,,基于视频分析的桥梁病害监测
 2019/04/30 22:00 ,,推荐算法应用实践
 2019/04/30 21:56 ,,基于迁移学习的跨项目软件缺陷预测
 2019/04/30 20:10 ,其他,《参军入伍对大学生成长成才作用研究——以北京市海淀区高校退役大学生为例》
 2019/04/29 19:38 ,信息与通信工程学院,巧背单词应用
 2019/04/29 19:31 ,信息与通信工程学院,“随心”通讯录
 2019/04/29 19:18 ,信息与通信工程学院,基于增强现实的基站巡查
 2019/04/29 19:06 ,信息与通信工程学院,基于手势感知的鼠标笔（二期）
 2019/04/29 17:53 ,信息与通信工程学院,非接触智慧健康监护系统
 2019/04/29 17:14 ,,基于机器学习的数据分析及挖掘系统
 2019/04/29 16:27 ,计算机学院,弦外之音--基于Leap Motion和Unity3D的虚拟古琴意象
 2019/05/10 06:36 ,,复杂网络下的移动机器人路径规划
 2019/05/10 06:35 ,,大数据下的关键信息获取
 2019/05/10 06:34 ,,智能计算算法动画版
 2019/05/10 06:33 ,,电子世界知识图谱
 2019/05/10 06:31 ,,人工智能热点分析
 2019/05/09 14:28 ,计算机学院,基于区块链的通用认证服务平台
 2019/05/09 11:29 ,经济管理学院,5G时代的商业模式创新探索
 2019/05/09 10:10 ,,基于深度学习的多模光纤成像系统
 2019/05/08 22:08 ,计算机学院,基于全景图的智能停车场
 2019/05/08 17:13 ,,基于SLAM的动态环境下智能导航避障机器人系统
 2019/05/06 13:28 ,,时光幻镜——跨年龄人脸识别及合成系统的研究与实现
 2019/05/06 12:17 ,,一种球足互变复合移动机器人
 2019/05/06 12:14 ,,一种球足互变复合移动机器人
 2019/05/06 10:59 ,电子工程学院,贵州长顺县农特产品的AR/VR展示体验平台
 2019/05/06 09:32 ,,表情机器人（二期）
 2019/05/06 09:26 ,电子工程学院,超高灵敏光电探测器研究
 2019/05/05 14:54 ,经济管理学院,公司生命周期各阶段的现金流量特征研究
 2019/05/05 14:53 ,经济管理学院,盈余质量、现金持有与公司边际价值关系研究
 2019/05/08 16:33 ,网络空间安全学院,基于机器学习的5G无线接入终端认证
 2019/05/08 13:16 ,理学院,口袋图书馆
 2019/05/08 13:10 ,理学院,人工智能预测证券行情系统
 2019/05/08 11:13 ,信息与通信工程学院,基于Web的智慧旅游路线规划系统
 2019/05/07 08:19 ,计算机学院,基于混沌理论和分数变换的图像安全系统设计与实现
 2019/05/06 21:57 ,信息与通信工程学院,多维信息融合的道路态势识别
 2019/05/06 21:07 ,图书馆,图书馆专用整架工作车
 2019/05/19 22:54 ,,基于物联网技术的储粮害虫监控系统
 2019/05/17 14:46 ,,基于视频的人体动作重复计数
 2019/05/17 10:52 ,,便携式车辆识别系统开发
 2019/05/16 10:36 ,,无人机协同任务分配建模及算法设计
 2019/05/16 09:14 ,信息与通信工程学院,“4I-Space”系列：基于VR的虚拟过山车系统
 2019/05/15 17:45 ,叶培大创新创业学院,日语假名学习翻翻卡的设计与开发
 2019/05/15 17:43 ,叶培大创新创业学院,日语单词记忆学习App的设计与开发
 2019/05/15 17:15 ,,智慧物流场景下的基于多式联运的快递网络结构与运输路线的综合优化研究
 2019/05/15 17:13 ,,基于微信的高校研究生考勤管理系统研发
 2019/05/15 17:08 ,,新零售供应链的协调策略研究
 2019/05/05 14:52 ,经济管理学院,公司绩效对资本结构的影响研究
 2019/05/04 20:40 ,人文学院,“外语达人”短视频发布展示系统
 2019/05/06 19:35 ,图书馆,稳如泰山的书架（书立）
 2019/05/06 16:06 ,电子工程学院,利用深度学习技术的车辆违规停靠检测
 2019/05/06 16:05 ,电子工程学院,利用深度学习技术的车辆干扰行人通行场景检测
 2019/05/25 15:53 ,电子工程学院,现场观众表情抓拍系统
 2019/05/24 21:34 ,信息与通信工程学院,paperbee校园纸积分
 2019/05/24 14:05 ,理学院,多频段超表面天线的设计与应用
 2019/05/22 22:06 ,计算机学院,基于全景图的智能停车场
 2019/05/21 19:15 ,,水下探测仿生机器鱼
 2019/05/20 20:06 ,,基于微信平台的日程活动管理的软件/微信小程序/创新实践性app原型
 2019/05/20 17:42 ,信息与通信工程学院,老人智能语音导航回家辅助设备
 2019/05/20 15:25 ,,助老机械
 2019/05/20 15:19 ,,智能家居机械
 2019/05/19 23:03 ,,基于深度学习的消化内镜肠息肉自动识别AI系统研究与开发
 2019/05/15 17:04 ,,新零售环境下即时配送优化建模与分析研究
 2019/05/14 17:01 ,,基于虚拟现实技术的航天文创
 2019/05/14 14:07 ,中国矿业大学（北京）,矿山地下硐室安全监测预警系统
 2019/05/14 10:22 ,图书馆,基于Smart 3D的图书馆馆舍建模技术研究
 2019/05/13 17:34 ,,新型六自由度力反馈设备的设计
 2019/05/12 18:23 ,数字媒体与设计艺术学院,“当传统遇上创意”—以完美世界教育“为创造型人才提供更好的成长体验”的实践经验为背景策划年度品牌公关方案
 2019/05/11 17:39 ,经济管理学院,微信公众号运营与学生教学内容参与度的关联研究
 2019/05/11 13:09 ,图书馆,多媒体微视频课件制作
 2019/05/10 19:52 ,信息与通信工程学院,基于LED可见光通信的图书馆定位导航系统
 2019/05/10 15:35 ,叶培大创新创业学院,基于微信小程序的幼儿数学课堂
 2019/05/28 15:57 ,图书馆,北邮图书馆文创衍生品开发（第二期）
 2019/05/28 14:21 ,人文学院,虚拟现实英语训练项目设计与开发
 2019/05/28 14:05 ,信息与通信工程学院,基于人工智能和图像识别的工业仪表盘数据的读取
 2019/05/28 12:26 ,图书馆,少儿武术教育微信公众平台建设与运维
 2019/05/28 10:15 ,计算机学院,基于全景图的智能停车场
 2019/05/27 21:42 ,信息与通信工程学院,工业仪表的远程数字化监管系统
 2019/05/27 21:27 ,信息与通信工程学院,物联网智能安全巡检可穿戴设备
 2019/05/27 14:58 ,叶培大创新创业学院,我的基地，我做主——沙河校区北邮WIN基地设计
 2019/05/27 10:57 ,叶培大创新创业学院,基于AI机器人的林木数据自动采集系统
 2019/05/26 16:55 ,电子工程学院,自动充电式RFID定向运动记录仪设计与开发
 2019/05/31 21:40 ,,一种舞蹈机器人的设计与实现（二期）
 2019/05/31 16:33 ,国际学院,"""AI+""赋能农业综合服务平台"
 2019/05/31 16:25 ,,基于脑电信息的学能评测及培养软件的研究与开发
 2019/05/31 10:58 ,图书馆,声像图书馆----制作新生入馆教育多媒体课件（第二期）
 2019/05/31 10:42 ,理学院,纳米多孔异质结材料在清洁能源转换中的应用
 2019/05/31 07:01 ,,基于车辆特征的交通视频检索系统
 2019/05/31 06:48 ,,基于深度学习的户外作业人员异常行为分析与检测
 2019/05/30 22:16 ,电子工程学院,微波能量收集系统设计与开发
 2019/05/30 22:15 ,电子工程学院,陪护机器人系统设计与开发
 2019/05/30 22:13 ,电子工程学院,RFID智能档案管理系统设计与开发
 2019/06/10 09:47 ,经济管理学院,微信公众号主题组合优化的大数据分析
 2019/06/10 09:04 ,,改卷帮——基于深度学习的试卷成绩录入统计APP的设计与实现
 2019/06/09 20:10 ,电子工程学院,基于二维材料的超材料吸波器研究
 2019/06/09 15:56 ,,应急通信布线机器人
 2019/06/09 00:14 ,信息与通信工程学院,基于光子晶体纳米束微腔的聚合物电光调制器结构设计及实验研究
 2019/06/08 19:31 ,信息与通信工程学院,实验制备太赫兹超材料可调吸波器
 2019/06/08 19:28 ,信息与通信工程学院,基于便携式回音壁微腔的实时无标记传感技术与应用研究
 2019/06/08 19:03 ,电子工程学院,二维材料异质结器件的研究
 2019/06/08 17:28 ,网络空间安全学院,云中外包数据的加密与访问控制技术研究
 2019/06/08 15:59 ,信息与通信工程学院,基于大数据分析的共享单车动态调度平台的设计与实现
 2019/05/30 11:05 ,,基于软体手和机器视觉的食堂餐具分拣系统
 2019/05/30 11:00 ,电子工程学院,基于FPGA的激光打印控制系统设计
 2019/05/30 10:01 ,图书馆,基于小数据的图书馆用户精准画像研究
 2019/05/30 08:31 ,图书馆,数字馆史
 2019/05/29 13:47 ,图书馆,多校区馆藏分配优化策略研究
 2019/05/29 12:19 ,,多功能植物助理机器人
 2019/05/29 10:45 ,图书馆,阅读银行
 2019/05/28 20:37 ,信息与通信工程学院,基于容器化的面向校内Linux及应用类课程的IaaS平台的建设
 2019/05/28 20:26 ,叶培大创新创业学院,大创展综合保障系统
 2019/05/28 16:02 ,经济管理学院,大学生熬夜的影响因素及其对策研究
 2019/06/04 15:20 ,计算机学院,“格来格来”诗歌网站开发（四期）
 2019/06/04 13:38 ,电子工程学院,室内场馆智能定位和管理系统设计与开发
 2019/06/04 09:25 ,,基于生鲜产品的冷链物流配送路径规划系统
 2019/06/03 19:04 ,电子工程学院,石墨烯基材料与器件的研究
 2019/06/03 18:35 ,计算机学院,基于单目摄像头的虚拟化妆
 2019/06/03 18:33 ,计算机学院,三维人脸表情的实时驱动
 2019/06/03 18:31 ,计算机学院,基于单张图像的头部姿态估计
 2019/06/03 09:03 ,经济管理学院,贵州省长顺县地区规划的实现路径及效果分析
 2019/06/01 23:08 ,计算机学院,虚拟修复系统设计
 2019/06/01 16:12 ,现代邮政学院（原自动化）,基于算法的快递定位技术的设计与实现
 2019/06/06 19:54 ,,基于 FPGA 的目标检测与跟踪
 2019/06/06 14:28 ,,海绵日记——基于OCR技术的备忘录的设计与实现
 2019/06/05 16:27 ,信息与通信工程学院,VR视频传输中的损伤与修复技术研究
 2019/06/05 16:19 ,信息与通信工程学院,基于弹幕视频的多维度观赛体验研究
 2019/06/05 16:08 ,信息与通信工程学院,基于眼动信息分析的多维度观赛体验研究
 2019/06/05 15:40 ,,无人机动态目标跟踪系统
 2019/06/05 15:32 ,电子工程学院,基于蓝牙5.0的高精度定位
 2019/06/05 15:26 ,电子工程学院,生命体征监测仪
 2019/06/05 15:24 ,电子工程学院,智能物品寻找及管理系统
 2019/06/05 13:38 ,信息与通信工程学院,基于软件无线电的物理层安全技术演示验证平台开发
 2019/08/28 10:59 ,,基于区块链的物联网数据共享平台
 2019/08/27 14:59 ,,光通信用高速光探测器芯片的研究与设计
 2019/08/27 11:41 ,,集成光学频率梳产生研究
 2019/08/26 11:14 ,,高性能飞秒锁模光纤激光器研究
 2019/07/14 12:27 ,计算机学院,智慧灯杆系统设计与实现
 2019/07/14 12:15 ,计算机学院,基于IP自动广播系统设计与实现
 2019/07/08 16:12 ,经济管理学院,在线平台的双边匹配市场设计
 2019/06/11 20:31 ,软件学院,基于机器学习的瓷器烧制鉴别及修复平台
 2019/06/11 16:09 ,自动化学院,基于深度学习的非接触式掌纹识别算法的研究
 2019/06/10 11:59 ,软件学院,基于Wi-Fi RTT的商场高精度定位导航及用户行为轨迹分析系统  
 2019/09/01 09:15 ,,无线视频通信及人脸识别系统-视频采集前端
 2019/08/31 17:29 ,,基于机器学习的光电材料设计
 2019/08/31 08:55 ,,基于亚波长光栅的集成全光二极管
 2019/08/30 16:00 ,,面向生物传感检测应用的柔性表面增强拉曼散射（SERS）基底创新研究
 2019/08/29 09:50 ,,光纤通信系统中基于卡尔曼滤波器的载波恢复算法研究
 2019/09/05 12:12 ,,无线自组网拓扑管理系统
 2019/09/03 12:25 ,,基于人工智能的光网络技术研究
 2019/09/03 12:21 ,,基于区块链的网络可信技术
 2019/09/03 10:28 ,,水下无线光通信
 2019/09/03 09:43 ,,无线视频通信及人脸识别系统-数据加解密
 2019/09/03 09:38 ,国际学院,自动拖网钓鱼船
 2019/09/02 18:28 ,电子工程学院,石墨烯基器件研究
 2019/09/02 11:43 ,,FDTD求解电磁场的并行计算实现
 2019/09/01 23:06 ,,基于光计算的智能搜索方法研究
 2019/09/01 11:57 ,,双相干光学频率梳产生研究
 2019/08/29 09:45 ,,基于AI技术识别多模光纤输出的模式成分
 2019/08/28 16:53 ,,基于光电探测器非线性的信号混频及应用
 2019/08/28 16:51 ,,基于复数值神经网络的相干通信系统
 2019/08/28 15:56 ,,基于椭圆环形芯光纤结构模式选择耦合器的全光纤宽带复用器的研究
 2019/08/28 15:14 ,,基于光子晶体光纤结构的轨道角动量光纤特性研究
 2019/10/13 14:00 ,数字媒体与设计艺术学院,以中国传统礼射为主题的交互连环画
 2019/10/12 21:52 ,马克思主义学院,人文社科领域中的人工智能研究——基于CSSCI文献的统计分析
 2019/10/11 21:50 ,电子工程学院,基于脑机接口的机械臂控制系统
 2019/10/11 17:46 ,马克思主义学院,社会主义与资本主义关系再考察：“社会主义”考论
 2019/09/30 18:57 ,,多功能晾衣架
 2019/09/09 14:18 ,,智能优化算法在人工超构材料光谱设计中的应用
 2019/09/09 10:58 ,,量子密钥分发光网络组网方法研究
 2019/09/08 09:57 ,理学院,基于表面等离激元超表面的Fano现象研究
 2019/09/06 13:26 ,信息与通信工程学院,基于深度学习的工业流水线残次品识别与定位
 2019/09/05 13:16 ,,无线自组网网元设备设计
 2019/10/20 16:18 ,国际学院,快递通
 2019/10/19 23:01 ,国际学院,"声纹识别(Voiceprint Recognition, VPR）、控制技术开发及其商业化"
 2019/10/18 20:31 ,国际学院,通用灯光遥控开关
 2019/10/17 09:38 ,国际学院,沙河校园————沙河大学生网上交友平台
 2019/10/17 04:11 ,数字媒体与设计艺术学院,基于故事形象的先贤数字绘相及文化创意产品
 2019/10/17 04:09 ,数字媒体与设计艺术学院,基于数字绘画的历史文物复原绘画及创意设计
 2019/10/16 19:40 ,国际学院,智能化超市手推车
 2019/10/13 21:34 ,信息与通信工程学院,基于AR的眼镜试戴系统
 2019/10/13 21:28 ,信息与通信工程学院,基于手语视觉的智能交流辅助系统
 2019/10/13 15:17 ,数字媒体与设计艺术学院,《黄河大合唱》主题的交互连环画创作
 2020/03/12 14:55 ,信息与通信工程学院,基于区块链的公益慈善系统开发
 2020/03/12 14:50 ,信息与通信工程学院,智能设备资产检校系统
 2020/03/12 21:16 ,信息与通信工程学院,基于无线信号的城铁列车测距技术研究
 2020/03/12 21:09 ,信息与通信工程学院,车联网联邦学习优化方法研究
 2020/03/12 20:32 ,现代邮政学院（原自动化）,基于无线信号传输技术实现快递定位的终端智能货架设计
 2020/03/12 18:43 ,信息与通信工程学院,基于多臂赌博机的车联网资源优化方法研究
 2020/03/12 18:37 ,信息与通信工程学院,智能浇灌系统
 2020/03/12 18:32 ,,输油管道的泄漏智能检测及定位方法研究
 2020/03/12 18:31 ,,轮式移动机械臂的非线性跟踪控制研究
 2020/03/12 18:29 ,,基于智能算法的多机器人路径规划算法的设计
 2019/10/23 15:45 ,,雏雁计划——行李箱上下楼辅助设备
 2019/10/23 08:59 ,电子工程学院,多功能集成式的流浪猫狗驿站
 2019/10/22 20:46 ,数字媒体与设计艺术学院,邮我世界—基于3D建模技术的用户设计随想
 2019/10/21 23:40 ,计算机学院,针对大学生开发的题目搜索软件
 2019/10/21 20:35 ,国际学院,北京邮电大学同乡平台
 2019/10/21 12:14 ,计算机学院,虚拟修复系统设计
 2019/10/21 01:17 ,电子工程学院,雏燕计划—饮水机智能提醒系统
 2019/10/21 01:09 ,电子工程学院,饮水机智能提醒系统
 2019/10/21 00:51 ,国际学院,雏雁计划——基于大数据及对用户反哺的面对大学生的调研平台
 2019/10/21 00:48 ,,雏雁计划——基于识别与感应控制的灯光设备研究（智能家居方向）
 2019/12/17 13:29 ,电子工程学院,基于多模光纤的内窥镜成像系统设计
 2019/11/24 18:17 ,信息与通信工程学院,智能手写笔
 2019/11/17 09:22 ,信息与通信工程学院,邮我同行
 2019/11/13 19:30 ,计算机学院,“和教育学神卡”——面向0-18岁人群包含教育权益的融合套餐
 2019/10/31 15:10 ,网络空间安全学院,学不凡
 2019/10/31 15:04 ,网络空间安全学院,学不凡
 2019/10/24 16:55 ,信息与通信工程学院,雏雁计划——“肚肚need爱”小程序  
 2019/10/23 23:13 ,信息与通信工程学院,基于人工智能的古陶瓷款识鉴定技术的研究
 2020/03/12 18:26 ,信息与通信工程学院,虚拟键盘
 2020/03/12 16:56 ,,基于深度学习的快照压缩高光谱成像
 2020/03/17 10:41 ,,辅助站立轮椅的仿真设计和可靠性研究
 2020/03/16 11:31 ,信息与通信工程学院,基于手机的简易测温仪
 2020/03/16 10:59 ,信息与通信工程学院,远距离控制眼科测试仪
 2020/03/16 09:42 ,,可变刚度柔性关节的结构设计与制作
 2020/03/16 09:36 ,理学院,水计算机
 2020/03/16 09:26 ,理学院,反射探测装置研发
 2020/03/14 18:00 ,数字媒体与设计艺术学院,基于虚拟现实的乐器交互演奏系统
 2020/03/12 22:44 ,理学院,新型磷烯纳米材料中的输运效应
 2020/03/12 21:50 ,现代邮政学院（原自动化）,互联网预约服务平台的设计与实现
 2020/03/12 21:43 ,现代邮政学院（原自动化）,线上教学综合服务平台设计与实现
 2020/03/27 12:32 ,软件学院,基于深度神经网络的推荐模型的研究
 2020/03/25 15:47 ,经济管理学院,环境大数据平台搭建
 2020/03/23 22:31 ,叶培大创新创业学院,日语卡片类新形态教材的优化和完善
 2020/03/23 22:28 ,叶培大创新创业学院,日语学习APP的设计与优化
 2020/03/20 16:25 ,信息与通信工程学院,基于图像识别的自动报靶系统
 2020/03/20 14:33 ,,基于生物信号的自动作曲系统
 2020/04/03 13:09 ,,线缆巡检用爬行机器人
 2020/04/02 15:41 ,,关于人工智能技术科普的线上学习平台搭建与推广
 2020/04/02 15:19 ,,智能美妆系统
 2020/04/02 11:30 ,,一款细长类零件智能夹具设计
 2020/04/01 22:18 ,网络空间安全学院,基于纠错码的分布式存储系统容错方案调研与设计
 2020/04/01 19:57 ,,基于微型无人机的无线图像传输系统的开发
 2020/03/30 15:24 ,理学院,面向后硅时代的III-V族材料超薄晶体管模拟
 2020/03/28 20:45 ,,微创手术机器人
 2020/03/28 20:35 ,,基于视觉的自组装仿蛇机器人
 2020/03/27 12:36 ,,基于深度学习的虚假评论识别模型的研究
 2020/04/14 09:01 ,电子工程学院,图像的修复
 2020/04/12 17:17 ,人文学院,我爱talk show—线上外语口语交流展示平台
 2020/04/08 17:58 ,,一种益智电子游戏的开发
 2020/04/08 15:21 ,人文学院,基于实证的官方信息传播的评论分析
 2020/04/07 13:16 ,理学院,紫外光电传感器设计及其在物联网平台上的应用
 2020/04/07 11:46 ,,高非线性人工光学材料及其智能光子应用
 2020/04/05 22:16 ,人文学院,远程教学的学生感知研究
 2020/04/05 22:10 ,,基于深度学习的股票趋势预测模型的研究
 2020/04/03 18:52 ,理学院,随机游动及其应用
 2020/04/03 17:52 ,,遨獭——沉浸式旅游体验助手
 2020/04/21 12:19 ,经济管理学院,新媒体时代网络短视频对大学生价值观的影响研究
 2020/04/21 12:11 ,经济管理学院,突发公共卫生事件在微博等媒体传播研究
 2020/04/21 12:05 ,经济管理学院,“00后”大学生文化自信现状及培养研究
 2020/04/21 11:59 ,经济管理学院,大学生国家安全意识研究
 2020/04/16 21:40 ,北京体育大学,“家+康复”慢性肌骨疼痛患者远程康复服务平台
 2020/04/16 20:47 ,北京体育大学,Ski-fly雪跃—智能综合滑雪训练平台
 2020/04/16 20:31 ,人文学院,线上教学课堂表现辅助评价系统
 2020/04/16 19:27 ,北京体育大学,常青树—退役运动员价值再开发计划
 2020/03/20 11:16 ,自动化学院,空间机器人的智能操作工具手设计与开发
 2020/03/20 11:05 ,其他,地面智能清洁机器人
 2020/03/17 17:15 ,人文学院,基于微信的“北邮人二手书交易”小程序
 2020/03/17 11:59 ,自动化学院,地震灾害防治语料库构建
 2020/04/15 20:24 ,,基于“分布式药箱”概念的医用配送机器人
 2020/04/15 12:29 ,理学院,基因芯片数据的统计应用
 2020/04/30 11:44 ,计算机学院,实践课辅助管理应用小程序
 2020/04/28 19:19 ,,高分辨抗干扰的智能电能表资产铭牌识别技术
 2020/04/25 20:12 ,,智能家居服务机器人
 2020/04/25 10:06 ,,面向空巢老人的智能家居系统
 2020/04/25 09:55 ,,穿戴式导盲设备
 2020/04/22 17:25 ,人文学院,人群密集度监控系统
 2020/04/21 22:51 ,信息与通信工程学院,基于表情识别的课堂教学质量评价
 2020/04/21 16:32 ,信息与通信工程学院,基于智能手机的盲人感知辅助系统(II)
 2020/04/21 13:29 ,人文学院,新媒体时代网络谣言的识别与分析研究
 2020/04/21 13:25 ,人文学院,新冠肺炎疫情期间民族凝聚力的调查研究
 2020/05/01 04:19 ,计算机学院,智能电子秤
 2020/04/30 23:34 ,马克思主义学院,以史育人：北京邮电大学校史影像研究
 2020/04/30 22:56 ,人文学院,”活着“的书
